latitude,longitude,walkscore,bikescore,transitscore
44.93298,-93.15140,52,65.0,None
44.94813,-93.12602,86,61.0,None
44.98374,-93.11460,51,43.0,None
44.94987,-93.04483,31,63.0,None
44.95597,-93.03783,36,37.0,None
45.00295,-93.03535,36,NaN,None
44.99224,-93.02689,70,NaN,None
44.96446,-93.01737,33,55.0,None
44.99410,-93.01557,40,NaN,None
44.95772,-92.97243,25,NaN,None
44.89644,-92.97197,3,NaN,None
44.95555,-92.97184,27,NaN,None
44.97735,-92.96257,6,NaN,None
45.00550,-92.96139,10,NaN,None
44.89517,-92.95615,4,NaN,None
44.92761,-92.93285,39,NaN,None
44.91709,-92.90061,17,NaN,None
44.89420,-92.87780,1,NaN,None
44.90112,-92.87410,6,NaN,None
44.98027,-93.19434,71,73.0,None
44.93612,-93.18484,69,71.0,None
44.95015,-93.14180,69,60.0,None
44.93597,-93.13191,71,65.0,None
44.94715,-93.10507,90,64.0,None
44.92737,-93.10401,48,46.0,None
44.96201,-93.08341,56,63.0,None
44.98197,-93.07466,64,57.0,None
44.99271,-93.06979,16,NaN,None
44.98753,-93.06739,47,60.0,None
44.91427,-92.98996,3,NaN,None
44.96160,-92.98901,32,NaN,None
44.93601,-92.97636,28,NaN,None
44.99970,-92.97339,12,NaN,None
44.95507,-92.97295,22,NaN,None
44.95475,-92.96883,36,NaN,None
45.06191,-92.95723,41,NaN,None
45.03043,-92.90770,0,NaN,None
44.91232,-92.89596,9,NaN,None
44.92452,-93.17141,59,64.0,None
44.94668,-93.13993,80,65.0,None
44.97307,-93.13622,33,64.0,None
44.96828,-93.12490,56,72.0,None
44.98366,-93.08780,26,65.0,None
44.96690,-93.01653,38,52.0,None
45.03579,-93.00674,35,NaN,None
44.98360,-93.00124,4,NaN,None
44.96632,-92.97573,27,NaN,None
44.98885,-92.97258,5,NaN,None
44.89762,-92.97163,3,NaN,None
44.97994,-92.96099,2,NaN,None
44.98955,-92.95101,7,NaN,None
44.97597,-92.94963,8,NaN,None
44.92750,-92.94340,8,NaN,None
44.91496,-92.88467,7,NaN,None
44.97935,-93.16256,59,78.0,None
44.98435,-93.16091,53,59.0,None
44.97972,-93.12786,33,68.0,None
44.97819,-93.06721,83,53.0,None
44.95591,-93.06402,67,57.0,None
44.95665,-93.06372,64,55.0,None
44.99441,-93.01923,47,NaN,None
44.95028,-93.01317,66,75.0,None
44.91502,-93.00536,5,26.0,None
44.92246,-92.99995,6,NaN,None
44.96572,-92.99857,32,NaN,None
44.91127,-92.99183,2,NaN,None
44.90910,-92.97625,21,NaN,None
44.99603,-92.95443,22,NaN,None
44.94551,-92.91836,53,NaN,None
44.92345,-92.91067,9,NaN,None
44.90228,-92.88886,3,NaN,None
44.92484,-92.88106,3,NaN,None
44.91170,-92.87735,9,NaN,None
44.97648,-93.18555,52,72.0,None
44.92957,-93.14788,63,68.0,None
44.93812,-93.14127,86,70.0,None
44.98293,-93.06665,69,70.0,None
44.98184,-93.01347,16,54.0,None
44.92846,-93.00014,17,NaN,None
44.91014,-92.97101,23,NaN,None
44.90124,-92.96715,12,NaN,None
44.89953,-92.95994,7,NaN,None
44.91803,-92.94619,21,NaN,None
44.90396,-92.93094,5,NaN,None
44.91603,-92.90127,17,NaN,None
44.91784,-92.88277,6,NaN,None
44.90870,-92.86961,9,NaN,None
44.95724,-93.19231,55,57.0,None
44.98397,-93.16409,62,61.0,None
44.93897,-93.16189,69,72.0,None
44.92532,-93.06599,26,31.0,None
45.00342,-93.04560,33,NaN,None
44.95116,-93.03855,31,49.0,None
45.00856,-93.03780,28,NaN,None
44.96781,-93.02626,51,42.0,None
44.99517,-93.01557,42,NaN,None
45.03133,-93.01072,58,NaN,None
44.93256,-92.98091,21,NaN,None
44.93937,-92.97803,27,NaN,None
44.95559,-92.97616,12,NaN,None
45.00179,-92.97152,9,NaN,None
44.99877,-92.96769,25,NaN,None
44.91103,-92.96667,25,NaN,None
44.90212,-92.96548,16,NaN,None
44.93561,-92.93146,64,NaN,None
44.96199,-92.93136,14,NaN,None
44.93554,-92.92110,24,NaN,None
44.89283,-92.90232,7,NaN,None
44.90096,-92.88985,3,NaN,None
44.89931,-92.88589,2,NaN,None
44.91655,-92.87895,6,NaN,None
44.91866,-93.19195,84,83.0,None
44.97561,-93.18943,60,76.0,None
44.90881,-93.18621,45,69.0,None
44.91639,-93.17780,67,58.0,None
44.94655,-93.15467,64,82.0,None
44.95937,-93.14929,62,69.0,None
44.95955,-93.13542,68,65.0,None
44.96223,-93.12756,72,73.0,None
44.94143,-93.12722,88,70.0,None
44.97030,-93.08020,74,63.0,None
44.92562,-93.06651,26,31.0,None
44.95108,-93.05502,58,70.0,None
44.98095,-93.05251,49,69.0,None
45.02672,-93.01997,51,NaN,None
44.98727,-93.01762,58,64.0,None
44.98683,-93.01349,33,60.0,None
44.96924,-92.98945,36,NaN,None
44.90124,-92.96790,11,NaN,None
44.91391,-92.96584,27,NaN,None
44.89537,-92.96232,6,NaN,None
44.90614,-92.94563,6,NaN,None
44.93033,-92.88142,1,NaN,None
44.94833,-93.17510,74,78.0,None
44.96219,-93.16098,70,74.0,None
44.91866,-93.14203,53,67.0,None
44.94384,-93.14090,81,70.0,None
44.98876,-93.13026,19,41.0,None
44.94631,-93.11653,81,70.0,None
44.96986,-93.11347,59,54.0,None
44.97192,-93.06454,79,66.0,None
44.97919,-93.02650,50,54.0,None
44.91884,-93.00682,2,29.0,None
44.97569,-92.99434,27,NaN,None
44.96890,-92.98589,46,NaN,None
44.89186,-92.96816,3,NaN,None
44.90045,-92.96530,14,NaN,None
45.02438,-92.95781,1,NaN,None
44.89944,-92.93894,4,NaN,None
44.92845,-92.93564,17,NaN,None
44.94595,-92.91895,53,NaN,None
44.89394,-92.88130,0,NaN,None
44.92628,-92.87583,0,NaN,None
44.90494,-93.17400,60,37.0,None
44.93128,-93.15299,61,66.0,None
44.93755,-93.14698,79,70.0,None
44.97397,-93.10054,61,61.0,None
44.96380,-93.07876,67,72.0,None
44.98376,-93.06303,63,74.0,None
45.01860,-93.06114,12,NaN,None
44.96562,-93.02753,47,46.0,None
44.93269,-93.00908,18,48.0,None
44.90922,-92.97626,21,NaN,None
44.89939,-92.95254,6,NaN,None
44.97248,-92.94984,16,NaN,None
44.89392,-92.90084,6,NaN,None
44.91718,-92.90041,17,NaN,None
44.93411,-93.19372,45,82.0,None
44.95080,-93.18031,68,81.0,None
44.95013,-93.14373,68,64.0,None
44.95835,-93.12858,83,73.0,None
44.94335,-93.12735,87,67.0,None
44.96024,-93.11214,82,76.0,None
44.99753,-93.09439,29,NaN,None
44.95396,-93.05900,56,55.0,None
44.96974,-93.05617,54,60.0,None
44.97223,-93.03498,36,39.0,None
44.95402,-93.03210,43,41.0,None
44.95343,-93.01514,71,71.0,None
44.97687,-93.01048,6,47.0,None
44.92871,-93.00359,21,NaN,None
44.91454,-92.98589,5,NaN,None
44.98184,-92.97481,15,NaN,None
44.96587,-92.97154,27,NaN,None
44.93591,-92.92921,62,NaN,None
44.93076,-92.91184,7,NaN,None
44.89562,-92.89453,4,NaN,None
44.89894,-92.88597,2,NaN,None
45.02645,-92.85996,18,NaN,None
44.92139,-93.19134,77,79.0,None
44.91971,-93.18473,83,64.0,None
44.94175,-93.17798,80,74.0,None
44.92394,-93.15273,67,57.0,None
44.97401,-93.10459,70,53.0,None
44.96769,-93.07543,82,77.0,None
44.92247,-93.07092,21,22.0,None
44.97863,-93.05752,64,75.0,None
44.98997,-93.01484,47,60.0,None
44.95925,-93.01196,35,66.0,None
45.02886,-93.00291,24,NaN,None
45.01906,-92.97793,24,NaN,None
44.98256,-92.96913,2,NaN,None
44.98237,-92.95853,1,NaN,None
44.90114,-92.95137,7,NaN,None
44.88025,-92.91879,1,NaN,None
44.88189,-92.91763,1,NaN,None
44.92443,-92.91404,6,NaN,None
44.91063,-92.89490,3,NaN,None
44.90229,-92.88886,3,NaN,None
44.92584,-92.88439,6,NaN,None
44.96454,-92.88054,4,NaN,None
45.02596,-92.85913,12,NaN,None
44.93952,-93.18771,68,78.0,None
44.98513,-93.15639,47,67.0,None
44.93017,-93.15027,64,68.0,None
44.98685,-93.11631,37,41.0,None
44.93488,-93.11466,59,74.0,None
44.94927,-93.09489,98,60.0,None
44.97867,-93.05199,59,72.0,None
44.95492,-93.03098,46,42.0,None
44.96327,-93.01834,33,55.0,None
44.92991,-93.00570,21,46.0,None
44.93099,-93.00288,22,NaN,None
44.94775,-92.98039,18,NaN,None
44.90758,-92.97430,19,NaN,None
44.90735,-92.96709,21,NaN,None
44.98260,-92.94643,2,NaN,None
44.98364,-92.94453,2,NaN,None
44.90238,-92.94138,5,NaN,None
44.91437,-92.93664,39,NaN,None
44.92378,-92.93599,38,NaN,None
45.03208,-92.93086,0,NaN,None
44.93606,-92.92336,21,NaN,None
44.87786,-92.91924,0,NaN,None
44.92229,-92.90808,11,NaN,None
44.93989,-92.89211,30,NaN,None
44.91063,-92.87053,9,NaN,None
44.90235,-93.18397,33,61.0,None
44.92494,-93.17061,59,64.0,None
44.96174,-93.08001,73,74.0,None
44.99487,-93.06839,6,NaN,None
45.01616,-93.06093,11,NaN,None
44.94783,-93.03630,25,42.0,None
44.99167,-93.02829,70,57.0,None
44.97805,-93.02323,44,55.0,None
44.96596,-93.01621,37,55.0,None
44.92635,-93.01557,4,34.0,None
44.97992,-92.96122,2,NaN,None
44.94580,-92.91868,53,NaN,None
45.00756,-92.90438,0,NaN,None
44.90076,-92.87391,6,NaN,None
44.94939,-93.17627,74,80.0,None
44.96498,-93.15362,42,61.0,None
44.96665,-93.15257,40,59.0,None
44.95323,-93.13435,74,65.0,None
44.99026,-93.13432,33,46.0,None
44.94132,-93.12545,87,72.0,None
44.97542,-93.07528,82,53.0,None
45.00668,-93.05255,14,NaN,None
44.96564,-93.04882,34,66.0,None
44.96561,-93.03063,42,41.0,None
44.99667,-93.02771,40,NaN,None
44.97864,-93.02400,46,51.0,None
44.96382,-93.02393,44,53.0,None
44.98091,-93.02240,43,56.0,None
44.97845,-93.01484,15,50.0,None
44.90662,-92.96886,22,NaN,None
44.97443,-92.95107,12,NaN,None
44.90907,-92.92699,8,NaN,None
44.92931,-92.88210,2,NaN,None
44.96007,-93.16892,84,80.0,None
44.98014,-93.16401,65,69.0,None
44.96188,-93.15123,42,62.0,None
44.93967,-93.14466,89,73.0,None
44.98458,-93.11352,56,44.0,None
44.97978,-93.11111,50,47.0,None
44.97762,-93.10245,65,56.0,None
44.93905,-93.09986,67,70.0,None
44.98734,-93.03933,39,48.0,None
44.96301,-93.02926,41,48.0,None
44.96380,-93.02440,44,53.0,None
44.96505,-93.01461,39,56.0,None
44.97130,-92.99147,38,NaN,None
45.00054,-92.98324,33,NaN,None
44.93827,-92.98054,32,NaN,None
45.01798,-92.96762,9,NaN,None
45.00874,-92.96301,8,NaN,None
45.02007,-92.95769,1,NaN,None
44.95441,-92.94387,10,NaN,None
44.93023,-92.93555,37,NaN,None
45.00260,-92.92643,0,NaN,None
44.87115,-92.91399,0,NaN,None
44.93840,-92.90233,44,NaN,None
44.93992,-92.89187,30,NaN,None
44.92099,-92.88799,12,NaN,None
44.89823,-92.88527,1,NaN,None
44.89384,-92.88399,1,NaN,None
44.91604,-93.14651,49,60.0,None
44.92261,-93.13378,62,72.0,None
44.92033,-93.07732,49,34.0,None
44.92463,-93.07380,47,36.0,None
44.98296,-93.07142,64,58.0,None
44.98302,-93.06284,63,74.0,None
44.95398,-93.05071,39,55.0,None
44.94779,-93.02731,52,40.0,None
44.97185,-92.99319,32,NaN,None
44.96120,-92.98210,44,NaN,None
44.95346,-92.97584,12,NaN,None
44.99114,-92.95527,3,NaN,None
44.94229,-92.94776,34,NaN,None
44.95441,-92.94286,8,NaN,None
44.92795,-92.92682,21,NaN,None
44.89337,-92.92529,12,NaN,None
44.94277,-92.92238,54,NaN,None
44.92654,-92.90795,10,NaN,None
44.94329,-92.90192,49,NaN,None
44.89184,-92.89431,2,NaN,None
44.93709,-92.88687,3,NaN,None
44.92235,-92.88620,10,NaN,None
44.92881,-92.88510,3,NaN,None
44.96552,-93.20736,73,80.0,None
44.98004,-93.19914,66,74.0,None
44.93309,-93.15406,59,67.0,None
44.95326,-93.13219,78,67.0,None
44.97841,-93.11345,47,49.0,None
44.97002,-93.08574,59,68.0,None
44.92669,-93.07941,70,48.0,None
44.94293,-93.02717,28,45.0,None
45.03212,-92.99483,14,NaN,None
44.98402,-92.97313,12,NaN,None
44.95383,-92.96932,29,NaN,None
44.90050,-92.93297,4,NaN,None
44.92324,-92.90168,11,NaN,None
44.93988,-92.89213,30,NaN,None
44.95440,-93.17325,84,74.0,None
44.94366,-93.17058,79,77.0,None
44.97575,-93.16019,49,76.0,None
44.94291,-93.12917,87,67.0,None
44.94416,-93.11825,80,72.0,None
44.98121,-93.08020,57,47.0,None
45.00690,-93.04839,29,NaN,None
44.99545,-93.03280,32,NaN,None
44.97863,-93.01639,19,51.0,None
44.93970,-93.00735,20,60.0,None
44.95651,-93.00536,42,69.0,None
44.91657,-93.00307,3,NaN,None
44.94196,-92.99188,21,NaN,None
44.93956,-92.98384,33,NaN,None
45.00469,-92.96386,12,NaN,None
44.97694,-92.95261,7,NaN,None
44.96061,-92.95055,32,NaN,None
44.90669,-92.94437,7,NaN,None
44.93047,-92.87737,0,NaN,None
44.94175,-93.18003,78,74.0,None
44.94492,-93.16413,75,79.0,None
44.96269,-93.16276,81,77.0,None
44.92373,-93.14624,43,50.0,None
44.96588,-93.14486,43,62.0,None
44.97625,-93.08261,64,56.0,None
44.96274,-93.08253,64,70.0,None
44.92505,-93.07560,52,45.0,None
44.95812,-93.07094,76,74.0,None
44.99323,-93.06947,21,NaN,None
44.97316,-93.06856,84,60.0,None
44.95718,-93.05009,48,54.0,None
45.02033,-93.04772,18,NaN,None
44.98284,-93.03812,51,56.0,None
44.96213,-93.03195,38,47.0,None
44.94468,-93.01408,51,68.0,None
44.90569,-92.94529,6,NaN,None
44.91437,-92.92057,17,NaN,None
44.95234,-92.91343,5,NaN,None
44.93232,-92.89728,8,NaN,None
44.89302,-92.88584,1,NaN,None
44.97013,-92.87963,4,NaN,None
44.90398,-92.87767,11,NaN,None
44.90705,-92.87464,12,NaN,None
44.92508,-93.17676,50,66.0,None
44.89856,-93.17569,56,60.0,None
44.91983,-93.16990,55,56.0,None
44.92418,-93.16332,66,63.0,None
44.94397,-93.15173,72,80.0,None
44.97330,-93.12941,47,70.0,None
44.97488,-93.11370,56,53.0,None
44.99834,-93.09191,27,NaN,None
44.97514,-93.08647,51,62.0,None
44.98665,-93.07906,30,54.0,None
44.98869,-93.07601,33,57.0,None
44.99034,-93.02826,70,57.0,None
44.97693,-93.02542,53,56.0,None
44.98374,-93.02291,57,62.0,None
44.95925,-93.00911,37,68.0,None
44.90648,-93.00743,14,21.0,None
44.98272,-92.97438,15,NaN,None
44.97146,-92.97372,21,NaN,None
44.90308,-92.97118,11,NaN,None
44.96976,-92.96798,29,NaN,None
44.91127,-92.96764,25,NaN,None
44.92254,-92.95653,53,NaN,None
44.98155,-92.94992,2,NaN,None
44.89485,-92.93327,7,NaN,None
44.88106,-92.91726,1,NaN,None
44.91604,-92.90112,17,NaN,None
44.94000,-92.89414,39,NaN,None
44.92194,-92.89320,13,NaN,None
44.91642,-92.89074,12,NaN,None
44.92181,-92.89002,10,NaN,None
44.98115,-93.19346,76,73.0,None
44.96318,-93.13446,50,62.0,None
44.92398,-93.13380,67,67.0,None
44.94498,-93.12159,82,67.0,None
44.96716,-93.10877,65,56.0,None
44.92881,-93.09931,44,65.0,None
44.99747,-93.09536,28,NaN,None
44.99573,-93.09373,30,NaN,None
44.95172,-93.09132,95,56.0,None
44.99668,-93.08480,29,NaN,None
44.97402,-93.07588,80,46.0,None
44.98830,-93.03855,39,48.0,None
45.02756,-93.01448,50,NaN,None
44.92619,-93.00315,19,NaN,None
44.91520,-92.98691,5,NaN,None
45.01863,-92.96619,9,NaN,None
44.96094,-92.93138,20,NaN,None
44.89259,-92.92802,12,NaN,None
44.90047,-92.88581,3,NaN,None
44.89841,-92.87771,5,NaN,None
44.94832,-93.18481,69,79.0,None
44.92864,-93.18248,63,72.0,None
44.96720,-93.15909,56,61.0,None
44.97097,-93.14255,40,70.0,None
44.93158,-93.12344,62,83.0,None
44.93651,-93.11958,51,65.0,None
44.94217,-93.11821,71,68.0,None
44.92346,-93.09964,64,49.0,None
44.92782,-93.09482,45,48.0,None
45.01808,-93.04271,13,NaN,None
44.99902,-93.03558,29,NaN,None
45.03226,-93.03421,38,NaN,None
45.02038,-93.02498,36,NaN,None
44.91416,-93.00612,5,26.0,None
44.98184,-92.96115,1,NaN,None
44.92108,-92.96023,51,NaN,None
44.98981,-92.95932,1,NaN,None
44.96980,-92.95287,26,NaN,None
44.87167,-92.91740,0,NaN,None
44.93699,-92.90754,36,NaN,None
44.90058,-92.87384,6,NaN,None
44.94829,-93.19014,56,75.0,None
44.98117,-93.11052,50,47.0,None
45.00599,-93.07436,11,NaN,None
44.95660,-93.06112,61,54.0,None
45.03462,-93.04815,13,NaN,None
44.95776,-93.04341,38,51.0,None
44.98839,-93.04057,38,50.0,None
45.00896,-93.03958,28,NaN,None
44.93055,-92.99209,13,NaN,None
44.91209,-92.97648,26,NaN,None
44.90307,-92.97119,11,NaN,None
44.95884,-92.97092,35,NaN,None
44.90130,-92.96269,13,NaN,None
45.00710,-92.96221,7,NaN,None
45.01728,-92.95747,1,NaN,None
44.93136,-92.90188,13,NaN,None
44.92074,-92.89888,13,NaN,None
44.91080,-92.88938,4,NaN,None
44.95745,-93.15078,70,73.0,None
44.96224,-93.12198,69,76.0,None
44.94128,-93.11536,70,63.0,None
45.00806,-93.08640,21,NaN,None
44.98330,-93.07642,53,56.0,None
44.97591,-93.06023,73,56.0,None
44.99529,-93.05093,15,NaN,None
44.99094,-93.04932,18,56.0,None
44.94778,-93.03229,31,43.0,None
44.96318,-93.03009,41,48.0,None
44.91009,-93.00252,5,NaN,None
45.00446,-92.98098,15,NaN,None
45.00432,-92.97480,9,NaN,None
44.98683,-92.97139,3,NaN,None
44.96071,-92.96718,41,NaN,None
44.90456,-92.96198,17,NaN,None
44.96798,-92.95043,29,NaN,None
44.90608,-92.94473,6,NaN,None
44.96459,-93.18080,49,78.0,None
44.96174,-93.17053,82,79.0,None
44.94566,-93.16783,83,80.0,None
44.92556,-93.16332,70,63.0,None
44.96654,-93.15695,53,58.0,None
44.94298,-93.14739,83,78.0,None
44.95120,-93.13521,70,58.0,None
44.97206,-93.13309,41,60.0,None
44.96316,-93.13303,56,64.0,None
44.95852,-93.12858,83,73.0,None
44.99406,-93.09392,35,NaN,None
45.00480,-93.08753,24,NaN,None
45.00172,-93.08380,20,NaN,None
44.97024,-93.06220,77,68.0,None
44.97823,-93.05595,68,71.0,None
45.03200,-93.05425,4,NaN,None
44.94970,-93.03504,42,47.0,None
44.96501,-93.02985,42,41.0,None
44.97774,-93.00728,5,48.0,None
44.94312,-92.99062,17,NaN,None
45.02597,-92.97898,30,NaN,None
44.93396,-92.97862,25,NaN,None
44.95038,-92.97203,18,NaN,None
44.98444,-92.97002,6,NaN,None
44.98283,-92.96797,3,NaN,None
44.96333,-92.95134,46,NaN,None
44.90389,-92.94991,4,NaN,None
44.91782,-92.94947,26,NaN,None
44.89770,-92.93730,5,NaN,None
45.03083,-92.93450,0,NaN,None
44.95277,-92.90752,8,NaN,None
44.90108,-92.87458,6,NaN,None
44.96607,-93.20659,73,80.0,None
44.91074,-93.18320,52,53.0,None
44.90820,-93.17788,31,33.0,None
44.96219,-93.17683,71,83.0,None
44.94941,-93.17176,77,77.0,None
44.93698,-93.16190,65,69.0,None
44.96093,-93.15781,66,75.0,None
44.91974,-93.13623,55,76.0,None
44.98665,-93.13481,25,48.0,None
44.93802,-93.12500,78,68.0,None
44.96620,-93.09618,43,53.0,None
44.93545,-93.08789,59,51.0,None
44.96869,-93.07761,77,76.0,None
44.96795,-93.01323,31,52.0,None
45.02834,-93.00814,41,NaN,None
44.96499,-92.97926,38,NaN,None
44.96945,-92.97460,26,NaN,None
45.01923,-92.96712,9,NaN,None
44.97052,-92.96438,42,NaN,None
44.99265,-92.94896,15,NaN,None
44.87344,-92.91520,0,NaN,None
44.90776,-92.88448,7,NaN,None
44.96596,-93.19518,72,71.0,None
44.90534,-93.18607,33,64.0,None
44.93134,-93.16869,71,68.0,None
44.93335,-93.16422,71,69.0,None
44.93691,-93.16376,68,71.0,None
44.93529,-93.11685,56,78.0,None
44.96935,-93.10829,67,53.0,None
44.97083,-93.08472,62,64.0,None
44.99429,-93.07084,11,NaN,None
45.01677,-93.05861,16,NaN,None
44.99017,-93.01267,29,54.0,None
44.97646,-93.01028,7,48.0,None
44.96753,-93.00620,37,58.0,None
44.97227,-92.98587,44,NaN,None
44.91222,-92.97408,26,NaN,None
44.90604,-92.96039,18,NaN,None
44.91837,-92.95172,36,NaN,None
44.90720,-92.92255,3,NaN,None
44.89753,-92.88533,1,NaN,None
44.90011,-92.87465,6,NaN,None
44.93061,-93.18907,56,71.0,None
44.89954,-93.18263,34,57.0,None
44.98743,-93.12968,19,39.0,None
44.92803,-93.09760,47,58.0,None
44.92205,-93.08680,41,32.0,None
44.92351,-93.08499,44,33.0,None
45.00810,-93.08013,13,NaN,None
44.98085,-93.07256,66,56.0,None
44.97638,-93.07079,83,53.0,None
44.95576,-93.05976,59,53.0,None
44.99433,-93.05366,14,NaN,None
44.99503,-93.04813,22,NaN,None
44.95670,-93.04485,42,53.0,None
44.97115,-93.03153,40,35.0,None
44.91011,-92.99977,2,NaN,None
44.94775,-92.98950,15,NaN,None
44.94450,-92.94597,36,NaN,None
44.93986,-92.94406,52,NaN,None
44.91751,-92.91763,16,NaN,None
44.89252,-92.88787,1,NaN,None
44.89546,-92.87942,0,NaN,None
44.99238,-92.87577,10,NaN,None
